iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
69,70656,-4.93859,293.0,0.0,0.02,0.807754,-0.002567,0.006076,0.002104,0.275289,0.018738,0.808381,3.122478,1.94065,3.057724,1.944551,4.0,0.00029403,3,610,0.13522,0.15043,0.9,1.0,1.0,,,-0.01,0.01182,-0.00109,-0.01018,0.00148,-0.00329
70,71680,12.627,250.2,0.2,0.03,0.882609,-0.005183,0.340258,0.005764,0.531275,0.09729,0.120973,2.776328,1.902088,3.932383,6.965417,4.0,0.00029394,5,641,0.11719,0.13189,0.89,0.8,0.0,,,-0.01,0.01094,-0.00062,-0.01365,0.00176,0.10059
71,72704,-2.56279,259.0,0.0,0.03,0.878333,-0.007604,0.019553,0.006326,0.539008,0.107544,0.743625,3.748818,2.739764,3.510714,2.691606,4.0,0.00029386,3,578,0.12537,0.1428,0.88,1.0,0.0,,,-0.01,0.01116,-0.00078,-0.01505,-0.00369,-0.00297
72,73728,-2.04096,300.0,0.0,0.03,0.759454,-0.003613,0.006657,0.002991,0.336687,0.03656,0.860709,2.993794,2.769069,2.978678,2.576086,4.0,0.00029377,3,580,0.12346,0.13485,0.88,1.0,1.0,,,-0.01,0.00949,-0.0005,-0.00913,0.0033,0.0
73,74752,-3.02279,300.0,0.0,0.02,0.987055,-0.003415,0.009693,0.003452,0.350104,0.041321,0.834185,3.115013,2.688242,2.905516,2.64219,4.0,0.00029368,5,611,0.20984,0.22647,0.89,1.0,0.0,,,-0.01,0.00959,-0.00177,-0.01766,0.00033,0.0
74,75776,-2.65461,241.0,0.0,0.02,0.728646,-0.002372,0.008429,0.001996,0.351496,0.020752,0.813096,2.388752,2.448725,2.149587,2.30517,4.0,0.00029359,2,625,0.15455,0.16769,0.89,1.0,0.0,,,-0.01,0.0123,-0.00156,-0.00931,-0.00306,-0.0035
75,76800,-3.01822,295.0,0.0,0.02,0.70083,-0.002909,0.006445,0.002078,0.354115,0.023987,0.846376,2.176538,2.216907,1.943213,2.160271,4.0,0.0002935,6,640,0.11633,0.12511,0.88,1.0,1.0,,,-0.01,0.01026,-0.00058,-0.01388,0.00083,-0.00351
76,77824,-3.7154,239.5,0.0,0.02,0.768075,-0.003307,0.006102,0.0024,0.393738,0.034363,0.830234,1.780848,1.988585,1.554592,2.021758,4.0,0.00029342,2,597,0.11328,0.13156,0.87,1.0,0.0,,,-0.01,0.01369,-0.00029,-0.0114,0.00072,-0.00318
77,78848,-0.98176,300.0,0.0,0.02,0.703067,-0.004503,0.002893,0.005249,0.445086,0.074097,0.905847,1.396981,1.960003,1.273926,1.902376,4.0,0.00029333,3,607,0.106,0.11951,0.87,1.0,0.0,,,-0.01,0.01163,-0.00038,-0.00837,-0.00059,0.0
78,79872,21.58072,220.33333,0.33333,0.04,0.832988,-0.001507,0.740112,0.002932,0.966025,0.041626,0.130454,1.319847,2.400395,3.750259,9.879235,4.0,0.00029324,6,579,0.19298,0.21001,0.84,0.66667,1.0,,,-0.01,0.00911,-0.00111,-0.01907,0.0048,0.19492
79,80896,-2.79264,293.33333,0.0,0.04,0.811734,-0.002938,0.021438,0.003498,0.585558,0.042908,0.816057,3.542913,3.352457,2.946618,3.046129,4.0,0.00029315,3,613,0.18121,0.19468,0.83,1.0,0.0,,,-0.01,0.01276,-0.0011,-0.01088,-0.00431,-0.003
80,81920,-1.83415,300.0,0.0,0.04,0.676096,-0.0035,0.011644,0.002588,0.45669,0.038208,0.814408,2.315162,2.814438,2.100961,2.612238,4.0,0.00029307,3,663,0.15525,0.16849,0.83,1.0,0.0,,,-0.01,0.01068,-0.00091,-0.01325,0.00155,0.0
81,82944,-3.05678,300.0,0.0,0.04,0.870489,-0.002366,0.0113,0.002311,0.396779,0.025269,0.623869,2.487119,2.310622,2.154447,1.938869,4.0,0.00029298,4,637,0.16578,0.1757,0.83,1.0,1.0,,,-0.01,0.01101,-0.00054,-0.0086,-0.00197,0.0
82,83968,-1.75975,300.0,0.0,0.04,0.673722,-0.004266,0.004015,0.003877,0.37563,0.066528,0.781385,1.577801,1.589593,1.443286,1.449626,4.0,0.00029289,3,665,0.12425,0.13349,0.83,1.0,0.0,,,-0.01,0.0097,-0.00071,-0.00631,-0.00055,0.0
83,84992,-1.6903,290.75,0.0,0.04,0.823235,-0.003021,0.009808,0.003175,0.38126,0.044556,0.647197,1.734738,1.797261,1.349932,1.755466,4.0,0.0002928,4,572,0.14363,0.15306,0.82,1.0,1.0,,,-0.01,0.01044,-0.00066,-0.02018,-0.00029,-0.0029
84,86016,-2.59437,268.33333,0.0,0.04,0.912535,-0.003591,0.005032,0.003587,0.324551,0.046021,0.768952,1.412018,1.564017,1.157956,1.546985,4.0,0.00029271,3,617,0.21755,0.22408,0.81,1.0,0.0,,,-0.01,0.00837,-0.00142,-0.01318,0.00098,-0.0029
