iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
124,126976,11.25496,324.0,0.66667,0.51,2.007796,0.019305,14.998399,0.001556,1524,0.18094,0.66667,0.66667,,,-0.01,0.01167,-0.0176,-0.0215,-0.00133,0.09102
125,128000,16.56671,236.5,0.5,0.51,1.960972,-0.000854,27.27951,0.00062,1347,0.18848,0.75,0.68293,,,-0.01,0.01064,-0.02178,-0.02295,-0.00628,0.13986
126,129024,11.50007,330.5,0.75,0.53,1.950877,-0.001294,27.190481,0.000387,1334,0.17698,0.25,0.79592,,,-0.01,0.01105,-0.01713,-0.01985,0.00288,0.13802
127,130048,23.65585,255.0,1.0,0.55,1.888067,-0.000407,23.326593,0.000215,1434,0.19619,0.33333,0.62712,,,-0.01,0.0116,-0.0074,-0.02558,-0.00228,0.15372
128,131072,17.90994,229.5,0.83333,0.58,1.90947,0.001342,34.900852,0.002648,1326,0.16714,0.66667,0.64815,,,-0.01,0.0135,-0.0051,-0.02233,5e-05,0.2214
129,132096,-0.26684,211.33333,0.33333,0.58,1.924619,0.025236,5.486777,0.005153,1372,0.18692,1.0,0.66667,,,-0.01,0.0113,-0.00814,-0.03,-0.00711,0.01572
130,133120,19.15515,202.33333,0.66667,0.59,1.950342,-0.137706,34.086903,0.000362,1341,0.18617,0.66667,0.42105,,,-0.01,0.01103,-0.01043,-0.02261,0.00769,0.11089
131,134144,0.66644,413.33333,0.33333,0.57,2.043899,0.075218,7.563384,0.004198,1247,0.17783,0.33333,0.60494,,,-0.01,0.01041,-0.00702,-0.02873,0.00223,0.05492
132,135168,37.90205,327.8,0.8,0.59,1.971448,-0.000168,45.8631,0.003808,1131,0.16291,0.4,0.52273,,,-0.01,0.01326,-0.00366,-0.01986,0.00052,0.30073
133,136192,14.24265,160.75,0.5,0.58,2.006354,0.026824,12.03999,0.003592,1258,0.18174,0.75,0.625,,,-0.01,0.01191,-0.01341,-0.02174,-0.00035,0.10666
134,137216,15.86804,309.5,1.0,0.59,2.008829,-0.137032,22.467713,0.002587,1289,0.18499,1.0,0.77143,,,-0.01,0.01007,-0.01225,-0.02506,0.00075,0.07247
135,138240,35.4172,307.75,1.0,0.62,1.97319,0.001835,41.382764,0.003864,1301,0.18767,0.25,0.62295,,,-0.01,0.00885,-0.00814,-0.02526,0.00135,0.26889
136,139264,12.80672,296.8,0.4,0.64,1.978831,0.004431,15.443494,0.000556,1233,0.16481,0.4,0.56364,,,-0.01,0.01412,-0.00591,-0.01584,-0.00183,0.13557
137,140288,22.73542,204.0,0.66667,0.63,1.974562,0.002321,34.331177,0.002401,1210,0.17291,0.5,0.59459,,,-0.01,0.01204,-0.00374,-0.02018,0.00502,0.22813
